,Feature name,Decision Tree,XGBoost
327,x4_C4 Picasso,1.7463630660772435e-06,0.0
1080,x4_Vitara,1.7328518136413348e-06,0.0
209,x4_900,1.7248234802707306e-06,0.0
508,x4_F350,1.7212453548897996e-06,0.0
355,x4_CX-7,1.715812026893127e-06,0.0
747,x4_Murano,1.6800501539497297e-06,0.0
312,x4_C-Elysée,1.6531033793702197e-06,0.0
791,x4_Picanto,1.6417964626721388e-06,0.0
610,x4_Ibiza,1.6042050223287981e-06,0.0
1015,x4_Thunderbird,1.5386005501073539e-06,0.0
442,x4_DS3,1.5151691835701102e-06,0.0
406,x4_Cooper S,1.4905955146239024e-06,0.0
670,x4_Laguna,1.482864321818203e-06,0.0
132,x4_207,1.4703229069743676e-06,0.0
128,x4_205,1.4624309661398638e-06,0.0
891,x4_S7,1.4536188305110148e-06,0.0
692,x4_Logan,1.4178833452258654e-06,0.0
926,x4_Scudo,1.3788387424943227e-06,0.0
314,x4_C-MAX,1.3757898325092049e-06,0.0
204,x4_9-3,1.370980750206951e-06,0.0
41,x3_Iveco,1.3480936547613506e-06,0.0
1062,x4_V70,1.3386969939935362e-06,0.0
777,x4_Pajero,1.3301499792541212e-06,0.0
1155,x4_i20,1.3233389378234767e-06,0.0
363,x4_Camry,1.3217497312789227e-06,0.0
608,x4_IS,1.2913382173067137e-06,0.0
1139,x4_Yaris Cross,1.2891578321078993e-06,0.0
867,x4_Regal,1.285923766443047e-06,0.0
873,x4_Rio,1.2667774766430275e-06,0.0
292,x4_Beetle,1.2519038171905608e-06,0.0
802,x4_Previa,1.2358658871823022e-06,0.0
61,x3_Mercury,1.2127594268835206e-06,0.0
53,x3_MAN,1.2111304451066363e-06,0.0
291,x4_Bayon,1.203102273540648e-06,0.0
325,x4_C4 Cactus,1.175471630879101e-06,0.0
964,x4_Space Star,1.1747156287112865e-06,0.0
581,x4_Grand Scenic,1.1733062754805653e-06,0.0
987,x4_Swift,1.1671485184343145e-06,0.0
573,x4_Golf Sportsvan,1.166697543774506e-06,0.0
8,x3_Aixam,1.1542641824085953e-06,0.0
390,x4_Citigo,1.1226855478407048e-06,0.0
1084,x4_Voyager,1.1218141635622207e-06,0.0
1052,x4_Twingo,1.1214825682307058e-06,0.0
971,x4_Spring,1.0991608602823255e-06,0.0
641,x4_Kangoo,1.082270131638182e-06,0.0
1045,x4_Trax,1.0744799815681365e-06,0.0
336,x4_CC,1.0741198838165017e-06,0.0
936,x4_Seria 200,1.062715767688383e-06,0.0
915,x4_Sandero Stepway,1.0599187961113183e-06,0.0
572,x4_Golf Plus,1.0572556920561124e-06,0.0
1086,x4_W124 (1984-1993),1.0536571633520818e-06,0.0
443,x4_DS4,1.0470648084414491e-06,0.0
1039,x4_Transit Connect,1.0458524503434298e-06,0.0
1165,x4_ix20,1.0292242702846522e-06,0.0
1237,x10_Ukraina,1.0243210029876534e-06,0.0
482,x4_Elantra,1.0191002865154298e-06,0.0
154,x4_308 CC,1.0166825827631876e-06,0.0
119,x4_159,9.90260314572933e-07,0.0
582,x4_Grand Vitara,9.88847928483622e-07,0.0
1000,x4_Tahoe,9.781750659334613e-07,0.0
627,x4_Jogger,9.720951290950233e-07,0.0
825,x4_Q60,9.677075396394372e-07,0.0
654,x4_Klasa T,9.613492922534474e-07,0.0
1030,x4_Tourneo Courier,9.586898700649724e-07,0.0
45,x3_Lada,9.414172933275491e-07,0.0
177,x4_500X,9.2804878033088e-07,0.0
144,x4_3000GT,9.112296480945725e-07,0.0
754,x4_Navara,8.969327996391686e-07,0.0
403,x4_Continental Flying Spur,8.712706392680801e-07,0.0
595,x4_HR-V,8.534032060976212e-07,0.0
1009,x4_Terracan,8.39783120287199e-07,0.0
1234,x10_Słowacja,8.367250302316327e-07,0.0
1164,x4_iX3,8.216543755194352e-07,0.0
787,x4_Patriot,8.144512015824172e-07,0.0
634,x4_KA,8.105880822660561e-07,0.0
460,x4_Dokker,7.978022228573165e-07,0.0
1169,x5_Benzyna+CNG,7.812663232878136e-07,0.0
806,x4_Prius+,7.782024517394308e-07,0.0
1209,x10_Czechy,7.713037180304551e-07,0.0
234,x4_Acadia,7.688026570778107e-07,0.0
1073,x4_Venga,7.626836249711917e-07,0.0
1054,x4_UX,7.566071369010019e-07,0.0
554,x4_GT86,7.452420166298953e-07,0.0
586,x4_Grandland,7.398297862260341e-07,0.0
275,x4_Aygo,7.305542059839975e-07,0.0
1076,x4_Verso,7.277474891258673e-07,0.0
781,x4_Panda,7.266202356499889e-07,0.0
366,x4_Captiva,7.191851419512783e-07,0.0
500,x4_Expedition,7.185420450949947e-07,0.0
40,x3_Isuzu,7.107562677297143e-07,0.0
680,x4_Legacy,7.039883591369033e-07,0.0
772,x4_Orlando,7.020126734443365e-07,0.0
125,x4_200,6.997644789192684e-07,0.0
437,x4_DS 4,6.920808288751365e-07,0.0
820,x4_Q30,6.836548102178292e-07,0.0
110,x4_125p,6.737944890068639e-07,0.0
306,x4_Bravo,6.655048606744798e-07,0.0
531,x4_Fortwo,6.526653294606692e-07,0.0
1025,x4_Toledo,6.500386787900162e-07,0.0
274,x4_Aveo,6.367901270114915e-07,0.0
162,x4_4-Runner,6.317754528847865e-07,0.0
883,x4_S-Type,6.105912849471069e-07,0.0
320,x4_C3 Picasso,6.105897272417845e-07,0.0
264,x4_Atlas,5.906784363297423e-07,0.0
342,x4_CLC,5.783335542719019e-07,0.0
607,x4_IONIQ,5.629913301676298e-07,0.0
470,x4_EQC,5.571679929555638e-07,1.993156891023319e-05
521,x4_Fiorino,5.527783068910482e-07,0.0
1033,x4_Town Car,5.441759110934556e-07,0.0
832,x4_QX60,5.33885210517062e-07,0.0
1148,x4_Zoe,5.310554572303528e-07,0.0
76,x3_Saab,5.232702814296494e-07,0.0
246,x4_Altea XL,5.106902521388381e-07,0.0
1136,x4_Xsara Picasso,4.970465699089788e-07,0.0
494,x4_Escape,4.929072886938739e-07,0.0
762,x4_Note,4.692008633524012e-07,0.0
569,x4_Giulietta,4.6573264902126053e-07,0.0
731,x4_Micra,4.6001575069316724e-07,0.0
924,x4_Scirocco,4.580256647581256e-07,0.0
815,x4_Punto,4.529984153247299e-07,0.0
251,x4_Antara,4.353058018670752e-07,0.0
1167,x4_ix55,4.286024091344865e-07,0.0
642,x4_Kappa,4.2511710501146715e-07,0.0
202,x4_9,4.241539647766372e-07,0.0
415,x4_Coupe,4.1528496162795586e-07,0.0
322,x4_C30,4.118347177439843e-07,0.0
951,x4_Sienna,4.074578186468419e-07,0.0
315,x4_C-Zero,4.048694959772952e-07,0.0
115,x4_147,4.0342660778501746e-07,0.0
803,x4_Primastar,4.001930620207133e-07,0.0
1006,x4_Taurus,3.975158320125251e-07,0.0
789,x4_Phaeton,3.9072364579336005e-07,0.0
444,x4_DS5,3.8857550493949893e-07,0.0
715,x4_MX-30,3.847679218257558e-07,0.0
348,x4_CT,3.8130650735007295e-07,0.0
744,x4_Movano,3.7481185912655866e-07,0.0
238,x4_Adam,3.7429010293322384e-07,0.0
173,x4_5,3.719608819461084e-07,0.0
813,x4_Pulsar,3.7061155733104275e-07,0.0
960,x4_Skyline,3.690387020646284e-07,0.0
233,x4_AX,3.679211186862723e-07,0.0
1154,x4_i10,3.637389366843929e-07,0.0
283,x4_B8,3.6097311917399366e-07,0.0
435,x4_DS 3,3.5577031681529367e-07,0.0
768,x4_Odyssey,3.540507701257077e-07,0.0
167,x4_407,3.505965772360059e-07,0.0
51,x3_Lincoln,3.472643911756802e-07,0.0
878,x4_Roomster,3.3910948882785116e-07,0.0
334,x4_C70,3.340815444809063e-07,0.0
157,x4_350 Z,3.334833004320121e-07,0.0
1239,x10_Węgry,3.3258028520199227e-07,0.0
499,x4_Exeo,3.243801602878359e-07,0.0
539,x4_Fusion,3.2397147076368463e-07,0.0
635,x4_Ka+,3.2371000096717486e-07,0.0
579,x4_Grand Espace,3.215776498570509e-07,0.0
584,x4_Grande Punto,3.082202737277203e-07,0.0
335,x4_C8,3.0253489283905295e-07,0.0
836,x4_Qashqai+2,3.0202937218421364e-07,0.0
206,x4_9-5,2.964912638967803e-07,0.0
656,x4_Klasa X,2.9463271543503955e-07,0.0
752,x4_NV200,2.943408896826709e-07,0.0
525,x4_Fluence,2.8400069526631963e-07,0.0
786,x4_Pathfinder,2.7474960513506813e-07,0.0
399,x4_Commander,2.66128048513709e-07,0.0
1070,x4_Vectra,2.6454584458962793e-07,0.0
1060,x4_V50,2.5746198389282405e-07,0.0
638,x4_Kalina,2.544910550251627e-07,0.0
316,x4_C1,2.5366632609476216e-07,0.0
450,x4_Dart,2.521131060924573e-07,0.0
993,x4_TR3,2.4886545718890853e-07,0.0
830,x4_QX30,2.460501348464865e-07,0.0
106,x4_108,2.4236751264807263e-07,0.0
1100,x4_X-Type,2.411186269781484e-07,0.0
514,x4_FX,2.394296993484687e-07,0.0
476,x4_EX,2.3880300983346523e-07,0.0
1124,x4_XK8,2.3543968162055e-07,0.0
846,x4_RCZ,2.320114063262177e-07,0.0
1134,x4_Xenon,2.3004985355664244e-07,0.0
286,x4_BS4,2.2591173699411224e-07,0.0
847,x4_RDX,2.2333790344135129e-07,0.0
409,x4_Corolla Verso,2.2298610769879083e-07,0.0
712,x4_MR2,2.1382685991975868e-07,0.0
733,x4_Mii,2.0960572983647458e-07,0.0
1014,x4_Thesis,2.0686168995044873e-07,0.0
817,x4_Punto Evo,2.0609480958026695e-07,0.0
527,x4_Focus C-Max,2.059138397160836e-07,0.0
887,x4_S40,2.0480575514163995e-07,0.0
503,x4_Express,2.0470653081729806e-07,0.0
1162,x4_iQ,2.046262153222146e-07,0.0
792,x4_Pick-up,2.04042253608416e-07,0.0
691,x4_Lodgy,1.977493154018509e-07,0.0
54,x3_MG,1.9634749280190556e-07,0.0
196,x4_745,1.9459613709272435e-07,0.0
123,x4_2,1.9240691428894365e-07,0.0
628,x4_John Cooper Works,1.9211092596288277e-07,0.0
199,x4_807,1.8922318053241076e-07,0.0
679,x4_Leaf,1.8536000482317725e-07,0.0
533,x4_Freelander,1.850309415009983e-07,0.0
151,x4_307,1.8360799271493674e-07,0.0
396,x4_Colt,1.811089487766221e-07,0.0
1032,x4_Town & Country,1.7616707980818732e-07,0.0
704,x4_M8,1.754484479359775e-07,0.0
565,x4_Getz,1.71835226962369e-07,0.0
133,x4_207 CC,1.6980177620734682e-07,0.0
166,x4_406,1.669070098393404e-07,0.0
966,x4_Spark,1.6384607103578875e-07,0.0
1230,x10_Rumunia,1.6154692592883423e-07,0.0
1026,x4_Tonale,1.6030258815323548e-07,0.0
424,x4_Crown,1.578000739968346e-07,0.0
757,x4_New Beetle,1.557999387059068e-07,0.0
1212,x10_Finlandia,1.555295912630782e-07,0.0
417,x4_Croma,1.5420304667480267e-07,0.0
761,x4_Niva,1.5222991941641673e-07,0.0
129,x4_206,1.5104737195379003e-07,0.0
97,x4_1.6,1.495536661332476e-07,0.0
176,x4_500L,1.4861255840631683e-07,0.0
1206,x10_Białoruś,1.4798691545931941e-07,0.0
285,x4_BRZ,1.4747582648231689e-07,0.0
62,x3_Microcar,1.470068264165447e-07,0.0
1040,x4_Transit Courier,1.4440008688278472e-07,0.0
827,x4_Q70,1.3877734743730687e-07,0.0
307,x4_Brera,1.376003829913327e-07,0.0
388,x4_Cinquecento,1.3727725869521587e-07,0.0
360,x4_Calibra,1.3579639174665634e-07,0.0
609,x4_IXO,1.3310858080815275e-07,0.0
1012,x4_Thalia,1.288148436888726e-07,0.0
957,x4_Silverado,1.2678688477014227e-07,0.0
735,x4_Mito,1.2610205780717567e-07,0.0
513,x4_FR-V,1.2551394786936525e-07,0.0
703,x4_M6,1.207854670607635e-07,0.0
1071,x4_Vel Satis,1.182974899197435e-07,0.0
719,x4_Magnum,1.156992604260231e-07,0.0
324,x4_C4 Aircross,1.131456416595011e-07,0.0
954,x4_Signum,1.1190121028469005e-07,0.0
616,x4_Indigo,1.1093987056783726e-07,0.0
612,x4_Ignis,1.1052379492130472e-07,0.0
381,x4_Celica,1.0800729338791975e-07,0.0
311,x4_C-Crosser,1.0699971231602333e-07,0.0
29,x3_Daihatsu,1.0605870611346879e-07,0.0
35,x3_Gaz,1.0563859361233043e-07,0.0
489,x4_Eos,1.0338715583725953e-07,0.0
370,x4_Carens,1.027344754733978e-07,0.0
764,x4_Nubira,1.027213792126808e-07,0.0
563,x4_Genesis,1.0183583657635736e-07,0.0
529,x4_Forfour,1.0119830365593168e-07,0.0
930,x4_Seicento,1.0048961825420783e-07,0.0
469,x4_EQB,1.0027298023472438e-07,0.0
239,x4_Agila,9.900042462931392e-08,0.0
532,x4_Fox,9.73054098806988e-08,0.0
243,x4_Almera,9.220992034100432e-08,0.0
237,x4_Actyon,9.12925901557568e-08,0.0
507,x4_F250,8.994721435151233e-08,0.0
672,x4_Lancer Evolution,8.841360142397957e-08,0.0
188,x4_626,8.693694363171962e-08,0.0
245,x4_Altea,8.666997612115741e-08,0.0
493,x4_Escalade,8.350910846953408e-08,0.00013107486082105575
373,x4_Carnival,8.349312821018301e-08,0.0
1036,x4_Trailblazer,8.32446769572874e-08,0.0
359,x4_Caliber,8.068866718318039e-08,0.0
268,x4_Avalon,8.031301107661179e-08,0.0
632,x4_Jumpy Combi,8.027473047957929e-08,0.0
289,x4_Baleno,7.668876681809737e-08,0.0
725,x4_Matiz,7.627156751414498e-08,0.0
89,x3_Trabant,7.60519659282483e-08,0.0
669,x4_Lacetti,7.583725572329872e-08,0.0
875,x4_Roadster,7.583588642569589e-08,0.0
783,x4_Paseo,7.578764401307947e-08,0.0
86,x3_Tata,7.526517717708938e-08,0.0
375,x4_Cascada,7.450214622870017e-08,0.0
439,x4_DS 5,7.260761097072501e-08,0.0
775,x4_Paceman,7.22726473915303e-08,0.0
391,x4_City,7.213585920727154e-08,0.0
623,x4_JS50L,7.090220722785753e-08,0.0
103,x4_105,6.955539521509903e-08,0.0
346,x4_CR-Z,6.816305976932034e-08,0.0
1017,x4_Tigra,6.710575461716537e-08,0.0
276,x4_B-MAX,6.704356179453825e-08,0.0
739,x4_Modus,6.664158681680093e-08,0.0
357,x4_Cabriolet,6.653714030513195e-08,0.0
816,x4_Punto 2012,6.550488802155403e-08,0.0
1010,x4_Terrano,6.517135530831082e-08,0.0
205,x4_9-3X,6.473515652113951e-08,0.0
1087,x4_W201 (190),6.424569222688475e-08,0.0
421,x4_Crossline,6.376321964332785e-08,0.0
1020,x4_Tiida,6.274719027049073e-08,0.0
215,x4_96,6.230853668877857e-08,0.0
240,x4_Albea,5.941959047016305e-08,0.0
896,x4_SC,5.9243880630913926e-08,0.0
1072,x4_Veloster,5.89806717558442e-08,0.0
461,x4_Dokker Van,5.8926395712607784e-08,0.0
722,x4_Massif,5.8060274661905836e-08,0.0
1095,x4_X 1,5.7607744719654663e-08,0.0
1214,x10_Grecja,5.74481797783126e-08,0.0
160,x4_370 Z,5.7049122879971626e-08,0.0
1132,x4_Xantia,5.67755460141179e-08,0.0
487,x4_Encore,5.605403127100164e-08,0.0
877,x4_Rogue,5.3904258027117595e-08,0.0
737,x4_Model S,5.353464673700332e-08,0.0
152,x4_307 CC,5.239730883294591e-08,0.0
248,x4_Alto,5.207226066384642e-08,0.0
490,x4_Epica,5.026341076046603e-08,0.0
682,x4_Legend,5.022069928215107e-08,0.0
105,x4_107,4.933056145781497e-08,0.0
317,x4_C2,4.881999520694987e-08,0.0
219,x4_A2,4.6734977779285066e-08,0.0
98,x4_100,4.5781291808781464e-08,0.0
422,x4_Crossover,4.427492172387176e-08,0.0
799,x4_Praktik,4.234251171094846e-08,0.0
1122,x4_XJS,4.219928602399927e-08,0.0
969,x4_Splash,4.1809536961783405e-08,0.0
583,x4_Grand Voyager,4.018880203470045e-08,0.0
107,x4_120,3.9907092654136054e-08,0.0
300,x4_Bonneville,3.981847315022537e-08,0.0
198,x4_80,3.73485663522224e-08,0.0
1067,x4_Vaneo,3.7293664847228197e-08,0.0
643,x4_Karl,3.710939855786688e-08,0.0
1057,x4_Urban Cruiser,3.618928064323824e-08,0.0
1047,x4_Tribeca,3.591336937952541e-08,0.0
301,x4_Bora,3.491435978181616e-08,0.0
131,x4_206 plus,3.491116503967344e-08,0.0
1140,x4_Yaris Verso,3.4130646716914865e-08,0.0
714,x4_MX-3,3.3901553608760244e-08,0.0
130,x4_206 CC,3.379411533986789e-08,0.0
164,x4_4008,3.316902988006497e-08,0.0
216,x4_965,3.309294160373042e-08,0.0
927,x4_Sebring,3.297234733379002e-08,0.0
227,x4_A721,3.261012623931417e-08,0.0
769,x4_Omega,3.1910032341057574e-08,0.0
961,x4_Sonata,2.9581070957208837e-08,0.0
65,x3_Nysa,2.8277254664023522e-08,0.0
1142,x4_Ypsilon,2.7662060362545774e-08,0.0
695,x4_Lupo,2.744767038187895e-08,0.0
952,x4_Sierra,2.7413286107306055e-08,0.0
407,x4_Cordoba,2.686482449331176e-08,0.0
1235,x10_Słowenia,2.6576324385545687e-08,0.0
839,x4_Qubo,2.6134615498883935e-08,0.0
615,x4_Indica,2.5485378345221825e-08,0.0
309,x4_Buggy,2.4955675012554442e-08,0.0
701,x4_M4,2.3596132237215594e-08,0.0
696,x4_Lybra,2.3149560202989184e-08,0.0
296,x4_Bipper,2.310379864677719e-08,0.0
536,x4_Frontera,2.2936312503788245e-08,0.0
686,x4_Levorg,2.2524502111992488e-08,0.0
427,x4_Cuore,2.2234582958665298e-08,0.0
726,x4_Matrix,2.0978555445314366e-08,0.0
118,x4_156,2.0531690598922963e-08,0.0
678,x4_Le Sabre,1.9379245323694676e-08,0.0
197,x4_75,1.9161687114203536e-08,0.0
585,x4_Grandis,1.8879166288903172e-08,0.0
382,x4_Cerato,1.8267842132112673e-08,0.0
111,x4_126,1.8142291829071433e-08,0.0
1127,x4_XM,1.7786006247088292e-08,0.0
455,x4_Deville,1.7299836170291213e-08,0.0
720,x4_Malibu,1.667029919685728e-08,0.0
675,x4_Latitude,1.5989089735512004e-08,0.0
751,x4_NP300 Pickup,1.534300892616811e-08,0.0
109,x4_124 Spider,1.4633288882707858e-08,0.0
1161,x4_iOn,1.3890425492999196e-08,0.0
287,x4_BT-50,1.3573432563870209e-08,0.0
778,x4_Pajero Pinin,1.264029134638724e-08,0.0
163,x4_4007,1.263379319278227e-08,0.0
101,x4_1007,1.2395030172195737e-08,0.0
594,x4_HHR,1.1614124273675542e-08,0.0
774,x4_PT Cruiser,1.143705471998365e-08,0.0
804,x4_Primera,1.0949342299856844e-08,0.0
127,x4_204,1.0937610585842708e-08,0.0
92,x3_VELEX,1.0929802190170812e-08,0.0
20,x3_Chatenet,1.0561519188484044e-08,0.0
756,x4_Nemo,9.980252317412756e-09,0.0
1135,x4_Xsara,9.961072656641433e-09,0.0
911,x4_Safrane,9.476081646946834e-09,0.0
698,x4_M.GO,9.371167049035679e-09,0.0
833,x4_QX70,9.349488102542778e-09,0.0
975,x4_Stilo,8.416111862705655e-09,0.0
207,x4_9-7X,8.31855833751806e-09,0.0
555,x4_GTO,7.684863956014623e-09,0.0
120,x4_166,7.46902876236544e-09,0.0
213,x4_928,7.189391514095158e-09,0.0
50,x3_Ligier,7.012475549234003e-09,0.0
948,x4_Seville,6.912929366358571e-09,0.0
372,x4_Carisma,6.90346649376512e-09,0.0
13,x3_Austin,6.817070079145066e-09,0.0
517,x4_Felicia,6.806794644442367e-09,0.0
809,x4_Proace City,6.69592099199717e-09,0.0
639,x4_Kalos,6.387229003114162e-09,0.0
913,x4_Samurai,6.31104364952758e-09,0.0
75,x3_Rover,5.94154047992595e-09,0.0
892,x4_S70,5.6447390169309294e-09,0.0
477,x4_Eclipse,5.610533473736617e-09,0.0
495,x4_Escort,5.184697024768928e-09,0.0
1048,x4_Tribute,5.178879174518679e-09,0.0
272,x4_Avensis Verso,4.81788778149561e-09,0.0
148,x4_300s,4.513866727747498e-09,0.0
681,x4_Leganza,4.171985791308661e-09,0.0
1049,x4_Trooper,4.072176258742945e-09,0.0
601,x4_I-Pace,3.951780680887204e-09,0.0
446,x4_DUE,3.6594839615000483e-09,0.0
519,x4_Fiero,3.318206095852114e-09,0.0
755,x4_Navigator,3.208520949906331e-09,0.0
958,x4_Sirion,3.049035060804435e-09,0.0
950,x4_Siena,2.657330048428235e-09,0.0
1207,x10_Bułgaria,2.528786707687409e-09,0.0
90,x3_Triumph,2.459298817334844e-09,0.0
69,x3_Polonez,2.4126964285147093e-09,0.0
793,x4_Pickup,2.398344154819149e-09,0.0
338,x4_CH40,2.123651901345353e-09,0.0
104,x4_106,2.1094829911516574e-09,0.0
558,x4_Galant,2.0680811664789996e-09,0.0
1133,x4_Xedos,2.0158102032301593e-09,0.0
349,x4_CTS,2.0158102032301593e-09,0.0
497,x4_Evanda,1.9044678253355903e-09,0.0
187,x4_607,1.6360968189947661e-09,0.0
923,x4_Scenic RX4,1.5927389260090149e-09,0.0
708,x4_MGB,1.5927389260090149e-09,0.0
633,x4_Justy,1.4627758539214736e-09,0.0
265,x4_Atos,1.4171136972330964e-09,0.0
235,x4_Accent,1.4057225284412965e-09,0.0
1092,x4_Wind,1.3865135693066892e-09,0.0
622,x4_JS50,1.2945612393405653e-09,0.0
589,x4_H-1,1.1071750438331634e-09,0.0
618,x4_Insight,1.1060686986173714e-09,0.0
468,x4_EQA,1.0172303668131227e-09,0.0
1051,x4_Tundra,9.992780422830388e-10,0.0
155,x4_323,8.57553500706015e-10,0.0
674,x4_Lanos,8.363544302180033e-10,0.0
165,x4_405,7.21246343560663e-10,0.0
232,x4_ATS,7.078839671151177e-10,0.0
1211,x10_Estonia,6.912929366358571e-10,0.0
95,x3_Wartburg,6.719367344100367e-10,0.0
158,x4_353,6.221636429722714e-10,0.0
284,x4_B9 Tribeca,6.221636429722714e-10,0.0
28,x3_Daewoo,4.843995814740471e-10,0.0
84,x3_Syrena,4.719226447436316e-10,0.0
881,x4_S-10,4.665953570289128e-10,0.0
687,x4_Liana,3.6868956620578704e-10,0.0
1034,x4_Townstar,3.4192565321577975e-10,0.0
636,x4_Kadett,3.3458578133175484e-10,0.0
947,x4_Seria B,3.330926807607932e-10,0.0
1218,x10_Irlandia,2.7651717465434285e-10,0.0
143,x4_300 ZX,2.7651717465434285e-10,0.0
328,x4_C4 SpaceTourer,2.7651717465434285e-10,0.0
156,x4_323F,2.70986831161256e-10,0.0
1241,x10_Łotwa,2.2447691890157016e-10,0.0
66,x3_Oldsmobile,2.239789114700177e-10,0.0
944,x4_Seria 700,2.1267737802472007e-10,0.0
1074,x4_Vento,2.0738788099075918e-10,0.0
266,x4_Atu,1.5577134172194508e-10,0.0
812,x4_Probe,1.35493415580628e-10,0.0
919,x4_Saxo,9.983019366566368e-11,0.0
516,x4_Favorit,8.387687631181185e-11,0.0
870,x4_Rezzo,7.30097513478838e-11,0.0
795,x4_Pixo,7.005101757908646e-11,0.0
981,x4_Streetwise,6.940608735541471e-11,0.0
982,x4_Suburban,6.912929366358571e-11,0.0
142,x4_300,6.912929366358571e-11,0.0
718,x4_Magentis,5.899033059292097e-11,0.0
748,x4_Musa,5.899033059287154e-11,0.0
713,x4_MUSSO,1.7420858520398255e-11,0.0
837,x4_Quattro,1.1171570373210107e-11,0.0
543,x4_GAZ-24,6.990630692436441e-12,0.0
790,x4_Phedra,6.221636429722714e-12,0.0
135,x4_2103,6.221636429722714e-12,0.0
256,x4_Arosa,6.221636429722714e-12,0.0
1055,x4_Ulysse,2.7651717465434285e-12,0.0
1125,x4_XL7,2.7651717465434285e-12,0.0
1077,x4_Verso S,2.7651717465434285e-12,0.0
25,x3_DFSK,1.0618259506726766e-12,0.0
150,x4_306,6.912929366358571e-13,0.0
1223,x10_Litwa,2.986385486266903e-14,0.0
260,x4_Aspen,0.0,0.0
1229,x10_Rosja,0.0,0.0
121,x4_19,0.0,0.0
278,x4_B3,0.0,0.0
1152,x4_e-tron GT,0.0,0.0
485,x4_Elise,0.0,0.0
262,x4_Astro,0.0,0.0
259,x4_Ascona,0.0,0.0
522,x4_Firebird,0.0,0.0
1225,x10_Monako,0.0,0.0
247,x4_Altima,0.0,0.0
201,x4_850,0.0,0.0
1222,x10_Liechtenstein,0.0,0.0
117,x4_155,0.0,0.0
297,x4_Biturbo,0.0,0.0
1236,x10_Turcja,0.0,0.0
258,x4_Ascent,0.0,0.0
1097,x4_X-Too,0.0,0.0
498,x4_Excursion,0.0,0.0
1091,x4_Willys,0.0,0.0
1093,x4_Windstar,0.0,0.0
200,x4_812 Superfast,0.0,0.0
252,x4_Apache,0.0,0.0
7,x3_Acura,0.0,0.0
509,x4_F8 Spider,0.0,0.0
511,x4_FF,0.0,0.0
1096,x4_X-90,0.0,0.0
1098,x4_X-Too R,0.0,0.0
208,x4_90,0.0,0.0
279,x4_B4,0.0,0.0
299,x4_Bolt,0.0,0.0
492,x4_Equus,0.0,0.0
596,x4_Highland X,0.0,0.0
484,x4_Electra,0.0,0.0
486,x4_Enclave,0.0,0.0
124,x4_2 CV,0.0,0.0
298,x4_Blazer,0.0,0.0
518,x4_Feroza,0.0,0.0
523,x4_Fleetwood,0.0,0.0
483,x4_Eldorado,0.0,0.0
1219,x10_Islandia,0.0,0.0
290,x4_Barchetta,0.0,0.0
214,x4_944,0.0,0.0
270,x4_Avenger,0.0,0.0
538,x4_Fullback,0.0,0.0
556,x4_GTV,0.0,0.0
1137,x4_Y,0.0,0.0
288,x4_BX,0.0,0.0
85,x3_Tarpan,0.0,0.0
567,x4_Ghost,0.0,0.0
540,x4_G,0.0,0.0
10,x3_Alpine,0.0,0.0
541,x4_G3X Justy,0.0,0.0
91,x3_Uaz,0.0,0.0
1143,x4_Yukon,0.0,0.0
480,x4_Eighty - Eight,0.0,0.0
99,x4_100 NX,0.0,0.0
561,x4_Galloper,0.0,0.0
1153,x4_i-MiEV,0.0,0.0
96,x3_Wołga,0.0,0.0
481,x4_El Camino,0.0,0.0
1149,x4_altul,0.0,0.0
1150,x4_e,0.0,0.0
1130,x4_XTS,0.0,0.0
269,x4_Avantime,0.0,0.0
590,x4_H-1 Starex,0.0,0.0
537,x4_Frontier,0.0,0.0
1174,x5_Wodór,0.0,0.0
114,x4_145,0.0,0.0
542,x4_GAZ-21,0.0,0.0
244,x4_Almera Tino,0.0,0.0
102,x4_104,0.0,0.0
112,x4_1300,0.0,0.0
108,x4_124,0.0,0.0
212,x4_924,0.0,0.0
280,x4_B5,0.0,0.0
491,x4_Equinox,0.0,0.0
100,x4_1000,0.0,0.0
580,x4_Grand Santa Fe,0.0,0.0
211,x4_914,0.0,0.0
1121,x4_XJR,0.0,0.0
535,x4_Freestar,0.0,0.0
17,x3_Brilliance,0.0,0.0
203,x4_9-2X,0.0,0.0
70,x3_Pontiac,0.0,0.0
1126,x4_XLV,0.0,0.0
78,x3_Seres,0.0,0.0
1128,x4_XT5,0.0,0.0
1208,x10_Chorwacja,0.0,0.0
798,x4_Portofino,0.0,0.0
1090,x4_Wagoneer,0.0,0.0
939,x4_Seria 400,0.0,0.0
905,x4_SRX,0.0,0.0
710,x4_MKZ,0.0,0.0
899,x4_SLC,0.0,0.0
426,x4_Cube,0.0,0.0
364,x4_Capri,0.0,0.0
365,x4_Caprice,0.0,0.0
721,x4_Marquis,0.0,0.0
368,x4_Caravan,0.0,0.0
724,x4_Materia,0.0,0.0
884,x4_S1,0.0,0.0
727,x4_Maverick,0.0,0.0
371,x4_Carina,0.0,0.0
879,x4_Routan,0.0,0.0
728,x4_Maxima,0.0,0.0
876,x4_Rodius,0.0,0.0
423,x4_Crosswagon,0.0,0.0
874,x4_Riviera,0.0,0.0
906,x4_STS,0.0,0.0
907,x4_SVX,0.0,0.0
709,x4_MGF,0.0,0.0
925,x4_Scorpio,0.0,0.0
184,x4_600,0.0,0.0
933,x4_Seres 3,0.0,0.0
